,accommodates,availability_30,host_total_listings_count,bathrooms,bedrooms,beds,extra_people,guests_included,hos1_iden1i1y_veri0ied,ins1an1_bookable,is_loca1ion_exac1,number_of_reviews,price,host_is_superhost
2412,10,11,22,1,2,3,100,5,1,1,0,117,876,0
2413,4,0,1,1,1,2,78,1,1,1,1,2,782,0
2414,2,0,1,1,1,1,0,1,0,1,1,1,297,0
2415,2,0,1,1,1,1,0,1,0,0,1,0,2504,0
2416,5,0,1,1,2,2,0,1,1,1,1,5,485,0
2417,1,30,7,1,1,1,0,1,0,1,1,59,219,0
2418,4,0,2,1,2,2,0,1,0,0,0,13,587,0
2419,4,23,1,1,1,2,150,1,0,0,1,8,688,0
2420,3,30,16,1,1,2,0,1,0,1,1,41,360,0
2421,5,29,2,1,2,2,0,1,1,0,1,5,1283,0
2422,5,0,1,1,3,4,150,1,0,0,0,35,203,0
2423,3,13,0,1,2,2,100,1,0,1,0,0,493,0
2424,2,0,1,1,0,1,0,1,1,0,1,14,454,0
2425,1,0,1,1,1,1,0,1,0,0,1,0,501,0
2426,3,0,1,1,1,1,0,1,1,1,0,1,548,0
2427,3,0,1,1,1,1,0,1,1,1,1,3,1103,0
2428,2,0,1,1,1,1,0,1,1,0,1,1,853,0
2429,2,10,3,1,0,1,100,2,0,0,1,1,422,0
2430,2,29,1,1,1,1,0,1,0,0,1,32,1197,1
2431,6,3,22,1,2,3,75,4,1,1,1,174,1080,0
2432,2,17,33,1,1,1,69,1,1,1,1,144,305,0
2433,4,0,2,1,2,2,0,1,1,0,0,9,602,0
2434,3,15,7,1,1,1,57,2,0,0,0,16,313,0
2435,2,25,33,1,1,1,69,1,1,1,1,119,305,0
2436,2,30,16,1,1,2,0,1,0,1,1,18,399,0
2437,8,10,5,2,3,4,78,1,1,1,0,16,1557,0
2438,2,30,33,1,1,1,69,1,1,1,1,112,344,0
2439,4,16,1,1,2,2,0,1,1,0,0,3,947,0
2440,1,0,1,1,1,1,0,1,0,0,0,0,485,0
2441,3,30,16,1,1,2,0,1,0,1,1,20,462,0
2442,12,28,8,5,5,13,150,1,0,0,1,7,2003,0
2443,1,30,23,2.5,1,6,0,1,0,1,0,61,211,0
2444,2,30,51,1,1,1,0,1,0,0,1,32,282,0
2445,2,13,1,1,1,1,200,1,1,0,0,91,798,0
2446,5,21,1,2,3,4,196,3,0,0,0,2,939,0
2447,4,14,5,1,0,2,0,1,1,0,1,174,1299,1
2448,4,0,1,1,1,2,150,2,1,0,1,1,548,0
2449,1,0,2,1,1,1,0,1,0,0,0,0,391,0
2450,2,30,51,1,1,1,0,1,0,0,1,39,282,0
2451,2,25,51,1,1,2,0,1,0,0,0,26,282,0
2452,2,30,1,1,1,1,0,1,1,0,1,36,360,1
2453,6,0,1,1,3,3,0,1,0,0,0,0,548,0
2454,2,29,33,1,1,1,69,1,1,1,1,125,305,0
2455,3,0,1,1,0,2,0,1,0,0,1,2,469,0
2456,3,0,1,1,0,2,100,2,1,0,1,11,688,0
2457,3,30,7,2,1,2,57,2,0,0,0,42,227,0
2458,3,30,16,1,1,2,0,1,0,1,1,43,501,0
2459,4,29,16,1,1,3,0,1,0,1,1,27,602,0
2460,2,0,101,1,0,1,0,1,0,0,1,2,360,0
2461,2,30,16,1,1,1,0,1,0,1,1,26,399,0
2462,3,0,1,1,1,1,0,1,0,0,0,0,1197,0
2463,2,0,72,1,1,1,0,1,1,1,1,19,368,0
2464,2,30,16,1,1,2,100,2,0,1,0,10,399,0
2465,3,18,19,1,1,2,1000,3,0,1,1,76,696,0
2466,1,29,142,1,1,1,0,1,0,0,0,0,258,0
2467,2,21,29,1,1,1,100,2,0,1,1,84,368,0
2468,1,0,1,0.5,1,1,0,1,0,1,0,0,782,0
2469,2,30,7,1,1,1,0,1,0,0,0,4,321,0
2470,2,29,7,1,1,2,0,1,0,0,0,0,391,0
2471,3,29,7,1,1,3,100,1,0,0,0,1,555,0
2472,2,18,1,1,0,1,0,1,1,0,0,141,798,1
2473,2,0,1,1,1,1,0,1,0,0,1,35,571,1
2474,2,30,7,1,1,1,0,1,0,0,0,2,391,0
2475,2,0,1,1,1,1,0,1,0,1,1,0,688,0
2476,1,30,142,1,1,1,0,1,0,0,1,1,243,0
2477,3,15,19,1,1,2,1000,3,0,1,1,46,696,0
2478,2,15,3,1,0,1,0,1,0,0,1,47,853,0
2479,2,0,2,1,1,1,0,1,1,0,0,8,649,0
2480,2,30,16,1,1,1,0,1,0,1,1,18,399,0
2481,2,30,16,1,1,2,0,1,0,1,1,4,250,0
2482,2,30,16,1,1,2,0,1,0,1,1,4,501,0
2483,4,0,1,1,1,2,50,2,1,1,1,2,501,0
2484,4,0,1,1,2,3,100,3,1,0,0,12,383,0
2485,4,0,1,1,0,2,0,1,0,1,0,8,728,0
2486,2,0,1,1,1,1,50,1,1,0,1,0,297,0
2487,1,0,1,1,1,1,0,1,0,1,0,1,352,0
2488,2,4,1,1,1,1,0,1,1,0,1,13,415,0
2489,1,0,1,1,0,1,0,1,1,0,0,1,626,0
2490,2,0,6,1,1,1,150,2,0,1,1,259,407,1
2491,1,0,1,1,1,1,200,1,0,1,1,1,422,0
2492,2,12,1,1,1,1,160,2,0,0,0,59,407,0
2493,2,28,19,1,1,1,1000,2,0,1,1,24,501,0
2494,2,29,23,2,1,2,198,1,0,0,0,11,180,0
2495,2,0,1,1,1,1,0,1,0,0,1,0,383,0
2496,6,29,23,2.5,1,6,176,1,0,0,1,22,196,0
2497,2,0,1,1,1,1,200,2,0,0,1,29,892,0
2498,2,30,5,1,1,1,0,1,0,0,1,6,9999,0
2499,3,26,12,1,0,1,0,1,1,0,1,62,1001,0
2500,6,29,23,2,1,6,0,6,0,0,1,2,548,0
2501,1,0,1,1,1,1,0,1,0,0,1,0,853,0
2502,1,30,5,0,1,1,0,1,0,0,1,11,9999,0
2503,2,0,1,1,1,1,0,1,0,0,1,8,939,0
2504,2,0,1,1,1,1,0,1,0,0,0,1,368,0
2505,6,24,23,1,2,3,100,4,0,0,0,129,1197,0
2506,2,0,1,1,1,1,0,1,0,0,1,0,399,0
2507,2,0,1,1,1,2,0,1,0,0,0,0,454,0
2508,2,20,1,1,1,1,0,1,1,1,1,53,383,0
2509,4,22,1,1,1,2,0,1,1,1,1,21,696,0
2510,2,0,1,1,3,1,0,1,0,0,1,1,501,0
2511,2,0,1,1,2,2,0,1,0,1,1,0,602,0
2512,9,0,2,4,5,4,0,1,0,0,1,0,1197,0
2513,2,0,1,1,1,1,0,1,0,1,1,0,78,0
2514,2,23,2,1,0,1,0,1,0,1,1,0,939,0
2515,2,30,2,1,1,1,0,1,0,1,1,0,1956,0
2516,1,0,1,1,1,1,0,1,1,0,0,20,469,1
2517,1,0,1,1,1,1,0,1,0,0,1,0,282,0
2518,1,0,1,1,1,1,200,1,0,0,1,12,235,0
2519,3,20,33,1,1,2,69,2,1,1,1,156,462,0
2520,1,0,1,1,1,1,0,1,0,0,1,0,274,0
2521,2,13,3,1.5,1,1,0,1,1,0,1,81,602,1
2522,1,0,27,1,1,1,0,1,0,0,1,0,149,0
2523,1,0,27,1,1,1,0,1,0,0,0,3,149,0
2524,1,30,27,1,1,1,0,1,0,0,0,2,180,0
2525,2,0,2,1,1,1,0,1,1,0,1,6,728,0
2526,3,0,1,1,1,3,0,1,0,1,0,0,2566,0
2527,2,0,1,1,1,2,0,1,0,0,0,0,516,0
2528,1,0,2,1,1,1,0,1,1,0,1,6,282,0
2529,1,30,2,1,1,1,0,1,0,0,1,16,399,0
2530,2,0,1,1,1,1,0,1,1,1,0,4,688,0
2531,2,0,1,1,0,1,100,1,1,1,1,0,289,0
2532,2,0,1,1,1,2,0,1,0,1,1,0,602,0
2533,10,23,4,1,2,4,150,5,1,0,1,33,1103,0
2534,2,0,1,1,1,1,0,1,1,0,1,4,399,0
2535,2,22,12,1,0,1,0,1,1,0,0,106,728,0
2536,1,0,1,1,1,1,0,1,1,0,1,1,399,0
2537,10,17,29,2,2,5,150,3,1,1,1,157,1283,0
2538,4,0,4,1,2,2,0,1,1,0,0,0,563,0
2539,4,0,1,2,3,3,0,1,0,0,1,21,900,0
2540,2,0,1,1,1,1,0,1,1,0,1,5,1001,0
2541,5,0,1,1,3,5,0,1,0,1,1,0,681,0
2542,2,0,2,1,1,1,0,1,0,1,1,9,501,0
2543,2,0,2,1,1,1,0,1,1,0,1,0,149,0
2544,2,0,14,1,1,1,0,1,0,0,1,0,798,1
2545,2,0,1,1,1,2,0,1,0,1,0,1,422,0
2546,2,1,2,1,0,1,0,1,1,0,0,79,548,0
2547,2,0,1,1,0,1,0,1,0,0,0,0,1197,0
2548,2,0,2,1,0,1,0,1,0,0,1,7,352,0
2549,3,20,34,1,1,2,69,2,0,0,1,15,462,0
2550,6,0,1,1,2,3,0,4,1,1,0,6,735,0
2551,5,22,12,1,1,3,0,1,1,0,0,70,1580,0
2552,2,0,1,1,1,1,0,1,1,0,1,0,853,0
2553,1,29,27,1,1,1,0,1,0,0,0,3,282,0
2554,1,19,27,1,1,1,0,1,0,0,0,8,282,0
2555,1,30,27,1,1,1,0,1,0,0,0,2,282,0
2556,2,29,101,1,0,1,0,1,0,0,1,1,657,0
2557,6,0,1,3.5,3,4,0,1,1,0,0,0,1502,0
2558,1,0,1,3,1,1,0,1,0,0,0,0,110,0
2559,1,30,3,1,2,1,0,1,0,0,0,3,203,0
2560,4,0,1,1.5,3,3,0,1,0,1,0,6,696,0
2561,2,0,2,1,1,1,0,1,0,0,1,11,696,0
2562,6,23,1,2.5,4,4,0,1,0,0,0,0,19559,0
2563,2,0,1,1,1,1,80,2,1,0,0,17,602,0
2564,3,0,2,1,1,1,0,1,0,0,1,6,602,0
2565,2,0,1,1,1,1,0,1,1,0,1,1,548,0
2566,4,0,1,1,1,2,200,2,1,1,0,92,751,0
2567,3,28,37,1,1,2,0,1,1,1,1,59,399,0
2568,2,0,1,1,0,1,0,1,0,1,1,0,626,0
2569,4,0,1,1,2,1,0,1,0,0,1,0,704,0
2570,2,23,21,1,0,1,150,1,1,0,0,117,618,0
2571,2,19,12,1,0,1,0,1,1,0,1,195,900,0
2572,2,0,1,1,0,1,0,1,1,0,1,0,751,0
2573,2,16,1,1.5,1,1,0,1,1,0,1,39,1752,1
2574,2,11,1,1,0,1,0,1,0,1,0,266,477,0
2575,4,0,1,2,3,2,0,1,1,0,1,0,1502,0
2576,2,0,1,1,1,1,0,1,0,1,1,0,782,0
2577,2,0,2,1,1,2,0,1,0,1,1,21,571,0
2578,5,0,34,2,3,3,200,3,0,0,1,27,1400,0
2579,2,18,1,1,1,2,240,2,1,0,1,81,321,1
2580,2,12,28,1,1,1,0,1,1,1,1,61,11376,1
2581,2,0,1,1,0,1,0,1,1,0,1,1,329,0
2582,4,28,7,1,1,2,0,1,0,1,1,46,454,0
2583,1,0,1,2,1,1,0,1,0,0,0,0,196,0
2584,2,10,5,1,0,1,0,1,1,0,1,146,853,1
2585,2,0,1,1,1,2,100,1,0,1,1,0,602,0
2586,4,0,1,2,1,2,0,1,0,1,0,0,751,0
2587,2,27,12,1,0,1,0,1,1,0,1,44,853,0
2588,1,7,1,1,1,1,0,1,1,0,0,68,149,1
2589,10,29,10,1,3,4,150,4,1,0,1,60,1385,0
2590,2,0,1,1,1,1,155,1,1,1,1,29,391,0
2591,4,0,1,1,2,2,0,1,1,0,1,1,798,0
2592,4,0,1,2,2,2,0,1,0,0,1,0,1299,0
2593,6,0,1,1,1,2,63,2,1,0,0,6,235,0
2594,2,14,1,1,0,1,0,1,0,1,1,100,297,1
2595,2,0,1,1,1,1,0,1,0,0,1,0,696,0
2596,2,0,1,1,0,1,0,1,0,0,1,3,853,0
2597,1,0,1,1,1,1,0,1,0,1,0,0,587,0
2598,9,0,13,2,3,5,120,4,1,1,1,185,1353,1
2599,2,29,3,1,1,1,0,1,0,0,1,18,1400,0
2600,2,13,2,1,1,2,100,1,0,1,0,13,352,0
2601,3,14,2,1,1,2,100,1,0,1,0,0,454,0
2602,2,0,1,1,2,1,0,1,0,0,0,0,548,0
2603,4,0,1,1,2,3,0,1,0,0,0,0,501,0
2604,2,0,1,1,1,1,0,1,1,0,1,2,274,0
2605,1,0,1,2,1,1,120,1,1,0,0,2,156,0
2606,3,30,1,1.5,2,2,0,1,0,0,1,0,751,0
2607,2,23,6,1,1,2,0,2,0,0,1,1,587,0
2608,6,0,1,2,3,3,0,1,1,1,0,3,2738,0
2609,2,30,1,1,1,1,0,3,1,0,1,9,751,0
2610,2,0,1,1,1,1,0,1,0,0,1,0,399,0
2611,3,0,7,1,1,2,100,1,0,0,0,1,297,0
2612,3,0,2,1,1,2,100,2,0,0,1,8,696,0
2613,2,0,1,1,1,1,50,2,1,0,0,11,798,0
2614,3,29,101,1,0,1,0,1,0,0,1,1,657,0
2615,1,4,1,1,1,1,220,1,0,0,0,7,344,0
2616,2,0,1,1,1,1,0,1,0,1,1,92,297,0
2617,4,0,1,1,2,2,0,1,1,1,1,9,900,0
2618,3,0,1,1,1,1,0,1,1,0,1,5,1197,0
2619,3,30,7,1,1,2,100,1,1,0,1,1,602,0
2620,3,11,1,1,1,2,0,2,1,0,0,17,1291,0
2621,2,0,1,1,2,1,100,1,0,0,1,0,501,0
2622,6,11,22,2,2,3,60,4,1,1,1,164,1017,0
2623,2,12,20,1,1,1,0,1,0,0,1,45,250,0
2624,2,7,3,1,1,1,39,1,1,1,1,4,438,0
2625,2,0,1,1,1,1,50,1,1,0,0,1,313,0
2626,4,0,1,1,2,3,0,1,1,0,0,0,782,0
2627,2,0,2,1,0,1,0,1,1,0,0,20,571,0
2628,2,0,1,1,1,1,0,1,1,0,0,2,399,0
2629,2,0,1,1,1,1,0,1,1,0,1,10,696,0
2630,1,0,13,1,1,1,0,1,0,1,1,8,297,0
2631,2,0,1,1,1,1,0,1,1,0,1,0,602,0
2632,2,29,8,1,0,1,0,1,0,0,1,56,297,0
2633,3,3,9,1,0,2,80,2,1,1,0,196,516,0
2634,3,0,1,1,2,2,196,1,0,0,1,332,509,1
2635,2,0,1,1,1,1,0,1,0,1,1,1,399,0
2636,4,15,28,1,1,2,0,1,1,1,1,35,1134,1
2637,1,0,1,1,1,1,0,1,1,0,0,0,203,0
2638,5,0,1,1,2,3,150,1,1,0,0,6,548,0
2639,5,0,2,1,2,3,0,1,0,1,1,0,853,0
2640,4,23,1,1,1,1,200,1,0,0,0,13,602,0
2641,2,29,1,1,1,1,0,1,0,0,0,0,313,0
2642,3,27,1,1,2,1,200,1,1,0,1,8,751,0
2643,10,25,1,2,4,6,100,1,0,1,1,47,2003,0
2644,2,0,1,1,1,1,0,1,1,0,0,0,368,0
2645,2,0,2,1,1,1,0,1,1,1,1,1,258,0
2646,2,0,1,1,1,3,0,1,0,1,1,1,297,0
2647,2,0,1,1,1,1,0,1,1,0,0,6,634,0
2648,3,0,9,1,0,2,200,2,1,0,1,43,978,0
2649,9,29,9,1,2,4,0,1,1,0,0,30,1799,0
2650,2,19,15,1,1,2,100,2,1,1,1,91,305,0
2651,1,0,1,1,1,1,750,1,0,0,0,52,297,0
2652,1,19,54,0,1,1,500,1,1,1,1,67,164,0
2653,4,0,1,1,1,2,0,1,0,1,1,2,1103,0
2654,3,0,1,1,2,2,0,1,0,0,0,1,696,0
2655,2,0,1,1,1,1,0,1,0,0,1,0,501,0
2656,2,3,6,1,1,1,0,1,0,0,0,30,305,0
2657,2,30,6,1,1,2,0,1,0,0,0,36,250,0
2658,2,30,9,1,0,1,0,1,0,0,0,21,352,0
2659,2,19,9,1,1,2,0,1,0,0,0,48,282,0
2660,2,0,1,1,1,1,0,1,0,1,1,1,477,0
2661,1,0,54,0.5,1,1,500,1,1,1,1,46,180,0
2662,2,24,8,1,0,2,0,1,0,0,1,41,250,0
2663,4,0,0,1,2,2,0,1,1,1,1,1,649,0
2664,6,15,7,1,2,3,90,4,1,1,1,76,1119,0
2665,5,0,1,3,3,3,100,1,0,1,1,0,5226,0
2666,2,0,1,1,1,1,50,1,1,0,0,0,203,0
2667,6,3,6,1,1,3,80,4,1,1,0,49,399,0
2668,2,26,4,1,1,1,0,1,0,1,1,118,602,1
2669,2,0,1,1,1,1,0,1,0,0,1,20,250,0
2670,4,0,2,1,2,2,200,1,0,1,1,2,602,0
2671,2,29,1,1,1,1,391,1,0,0,1,26,931,0
2672,2,0,1,1,1,1,0,1,0,0,1,0,649,0
2673,2,0,1,1,2,1,0,1,1,0,1,2,649,0
2674,5,2,1,1,2,2,0,1,1,1,0,96,688,0
2675,4,0,1,1,2,2,39,3,0,0,1,0,469,0
2676,3,0,1,1,1,2,0,1,1,1,0,29,156,0
2677,1,18,19,1,1,1,0,1,1,0,1,5,289,1
2678,2,30,54,0,1,2,500,2,1,1,1,7,258,0
2679,2,30,29,1,1,1,100,2,0,1,0,70,383,0
2680,2,12,29,1,1,1,100,2,0,1,0,29,383,0
2681,1,30,142,1,1,1,0,1,0,0,1,0,258,0
2682,2,29,1,1,1,2,0,1,0,1,1,0,2504,0
2683,2,17,1,1,1,1,0,1,1,0,1,10,1502,0
2684,2,0,3,1,0,1,0,1,1,1,1,3,454,0
2685,2,0,1,1,1,2,0,1,0,1,1,0,2191,0
2686,1,29,3,1,1,1,0,1,0,0,0,1,203,0
2687,2,25,54,1,1,1,500,2,1,1,1,24,289,0
2688,8,22,23,1,2,4,100,4,0,0,0,111,1283,0
2689,2,0,1,1,1,1,0,1,0,0,1,5,1502,0
2690,3,25,5,1,1,1,0,1,1,0,0,35,399,0
2691,2,0,1,1,1,1,88,1,1,1,1,10,462,0
2692,2,0,1,0.5,1,1,100,1,1,0,1,6,454,0
2693,4,0,1,1,2,2,0,1,0,0,1,0,1400,0
2694,2,0,1,1,1,1,0,1,1,0,1,0,751,0
2695,2,0,1,1,1,1,0,1,0,0,1,3,399,0
2696,1,1,1,1,1,1,0,1,1,0,1,59,430,0
2697,2,0,1,1,1,1,0,1,1,0,1,6,712,0
2698,3,0,1,1,1,3,0,1,0,1,1,0,203,0
2699,4,30,7,0,1,4,50,1,1,0,0,19,5430,1
2700,2,0,1,1,1,1,0,1,0,1,1,2,297,0
2701,2,0,1,1,1,1,0,1,0,0,1,2,399,0
2702,2,22,8,1,0,1,0,1,0,0,1,19,250,0
2703,4,11,1,1,0,2,0,1,0,0,1,55,853,0
2704,9,16,8,1,3,4,50,4,0,0,0,59,900,0
2705,4,24,6,1,1,3,350,2,0,1,1,61,1095,1
2706,2,0,1,1,1,2,200,1,1,0,0,1,516,0
2707,3,0,1,1,1,2,200,2,1,0,0,0,892,0
2708,2,16,29,1,1,1,100,2,0,1,0,78,329,0
2709,2,30,3,1,1,1,68,2,0,0,1,1,407,0
2710,1,28,54,1,1,4,500,1,1,1,1,33,117,0
2711,1,28,2,1,1,1,0,1,1,0,1,0,978,0
2712,2,28,1,1,1,1,0,1,0,1,1,0,454,0
2713,2,1,2,1,1,1,100,1,1,1,1,11,352,0
2714,1,0,2,1,1,1,100,1,1,0,1,5,368,0
2715,4,0,1,1,2,2,0,1,0,0,1,0,313,0
2716,6,3,6,1,1,3,60,4,1,0,0,72,399,0
2717,4,24,15,1,1,4,100,4,1,1,1,49,477,0
2718,1,0,2,1,1,1,0,1,0,1,1,36,289,0
2719,2,23,1,1,1,2,0,1,1,0,0,0,1009,0
2720,2,30,15,1,1,1,100,2,1,1,1,29,266,0
2721,2,27,1,1,1,1,0,1,0,1,1,4,203,0
2722,2,29,51,1,1,2,0,1,0,0,1,52,329,0
2723,2,14,51,1,1,2,0,1,0,0,1,100,329,0
2724,2,27,51,1,1,1,0,1,0,0,1,60,289,0
2725,2,30,51,1,1,1,0,1,0,0,1,43,289,0
2726,4,0,1,2,2,2,280,4,1,0,0,8,1682,0
2727,1,0,2,1,1,1,0,1,1,1,1,0,329,0
2728,2,30,54,1,1,1,500,2,1,1,1,12,297,0
2729,4,29,4,1,2,2,91,1,0,1,0,4,555,0
2730,4,13,1,2,2,2,100,2,1,0,0,16,1189,0
2731,4,27,1,2.5,3,5,0,1,1,0,0,0,798,0
2732,3,25,15,1,1,3,100,3,1,1,1,26,430,0
2733,2,11,2,1,1,1,200,2,0,0,1,4,548,1
2734,2,0,1,1,1,1,0,1,1,0,0,0,141,0
2735,4,9,1,1,2,2,0,1,0,0,0,0,1479,0
2736,2,0,1,1,1,1,200,1,1,0,0,0,1001,0
2737,8,10,4,2,3,4,78,1,1,1,0,14,1557,0
2738,2,18,29,1,1,1,100,2,0,1,0,104,329,0
2739,2,0,1,1,0,1,100,2,1,0,0,4,602,0
2740,5,0,4,1,3,3,0,1,1,1,0,18,297,0
2741,2,19,2,1,0,1,150,2,0,1,1,141,399,0
2742,2,0,1,1,1,1,0,1,1,0,0,4,352,0
2743,2,0,3,1,1,1,0,1,1,0,0,54,501,1
2744,1,30,54,1,1,4,500,1,1,1,1,11,102,0
2745,8,14,8,1,2,4,120,7,1,1,1,196,1001,0
2746,1,20,29,0.5,1,1,100,1,0,1,0,68,297,0
2747,3,24,15,1,1,2,100,3,1,1,1,9,430,0
2748,6,0,34,2,3,3,200,3,0,0,1,27,1353,0
2749,2,0,1,1,1,1,0,1,1,1,1,4,649,0
2750,4,0,1,1,0,1,200,2,0,0,0,45,485,0
2751,2,29,22,1,1,1,0,1,0,1,1,173,563,1
2752,1,30,54,1,1,1,500,1,1,1,1,10,188,0
2753,2,0,1,1,1,1,274,1,1,0,0,26,696,0
2754,1,30,54,0,1,1,500,1,1,1,1,7,164,0
2755,2,0,1,1,1,1,150,1,0,0,0,2,454,0
2756,5,1,1,2,2,3,180,3,1,0,0,30,1080,0
2757,2,8,1,1,1,1,0,1,0,0,1,17,798,0
2758,2,0,4,1,1,1,250,1,0,0,1,2,329,0
2759,1,1,4,1,0,1,0,1,0,1,0,52,297,0
2760,1,7,2,3,1,1,40,1,1,1,0,3,250,0
2761,5,4,2,1,1,3,89,3,1,0,0,17,602,1
2762,2,20,6,1,1,1,0,1,0,0,0,60,282,0
2763,5,3,0,1,3,3,0,1,1,1,1,3,1252,0
2764,1,29,1,1,1,1,0,1,1,0,1,11,383,0
2765,5,30,18,0.5,1,4,150,4,0,0,0,24,587,0
2766,7,5,2,1,2,4,100,4,1,1,1,208,947,0
2767,2,0,1,1,1,1,0,1,0,1,1,0,1197,0
2768,4,29,1,1,1,1,215,1,1,0,0,28,696,0
2769,4,0,5,1,1,2,100,4,0,0,1,126,649,0
2770,4,0,1,1,2,2,200,4,0,0,0,1,1001,0
2771,8,10,4,2,3,4,78,1,1,1,0,35,1291,0
2772,2,0,1,1,1,1,0,1,0,1,1,1,501,0
2773,4,0,1,2,2,2,0,1,0,0,1,0,2011,0
2774,1,0,1,1,1,1,180,2,0,0,1,2,368,0
2775,6,0,1,2,2,3,300,4,1,0,0,5,1283,0
2776,2,0,9,1,1,1,0,1,1,1,1,39,219,0
2777,2,18,2,1,1,1,50,1,1,1,0,5,399,0
2778,2,0,1,1,1,1,0,1,1,0,1,31,798,1
2779,3,11,1,1,1,2,150,1,1,0,1,17,728,0
2780,4,24,1,1,1,2,0,1,1,0,1,8,947,0
2781,9,25,23,1,3,4,150,5,0,0,0,85,1283,0
2782,3,0,16,1,0,2,50,3,1,1,1,18,759,0
2783,2,0,1,1,1,1,50,1,0,0,0,1,563,0
2784,6,0,4,1,2,3,0,1,0,1,1,163,978,0
2785,2,0,2,1,1,2,0,1,0,1,1,11,438,0
2786,3,30,7,1,1,2,0,1,0,1,0,35,454,0
2787,2,30,9,1,1,1,0,1,0,0,0,49,297,0
2788,2,9,29,1,1,1,100,2,0,1,0,42,399,0
2789,1,0,1,1,1,1,0,1,1,0,0,39,329,1
2790,8,0,1,1,2,4,180,4,1,1,1,221,751,0
2791,3,30,1,1,2,2,0,1,0,1,0,3,876,0
2792,3,28,7,1,1,3,0,1,0,1,0,48,485,0
2793,2,27,7,1,1,2,0,1,0,1,0,75,360,0
2794,2,29,1,1,1,2,0,1,0,1,1,1,3912,0
2795,5,0,1,2,1,5,0,1,0,1,0,1,11376,0
2796,2,23,1,1,1,1,150,2,1,0,1,34,853,0
2797,2,5,8,1,0,1,150,1,1,0,0,151,602,0
2798,3,20,1,1,1,3,0,3,0,1,1,69,532,0
2799,4,0,1,1,1,2,0,1,0,0,1,0,900,0
2800,2,0,3,1,1,1,100,2,1,0,1,14,649,0
2801,2,4,9,1,1,1,80,2,1,1,1,180,477,0
2802,1,0,3,1,1,1,39,1,0,0,0,21,305,1
2803,1,0,3,1,1,1,0,1,0,0,1,0,203,0
2804,2,30,54,1,1,2,500,2,1,1,1,4,282,0
2805,5,8,1,3,1,1,0,1,0,1,1,23,2903,0
2806,6,18,23,1,2,3,100,3,0,0,0,81,1150,0
2807,10,12,5,1,3,8,100,10,1,0,0,23,1502,0
2808,4,12,5,1,1,1,0,1,1,0,0,27,501,0
2809,6,19,5,1,1,2,0,1,1,1,0,40,602,0
2810,3,17,7,1,1,3,0,1,0,0,0,66,430,0
2811,2,7,2,1,0,1,0,1,1,1,1,27,798,0
2812,3,0,2,1,1,2,100,2,0,1,0,13,1001,0
2813,4,0,6,1,2,4,0,1,1,0,0,47,681,1
2814,2,30,15,1,1,2,100,2,1,1,1,37,297,0
2815,2,0,1,1,1,1,0,1,1,0,1,21,602,0
2816,1,25,54,1,1,4,500,1,1,1,1,34,102,0
2817,1,0,3,1,0,1,50,1,1,0,0,10,352,1
2818,2,24,7,1,1,1,0,1,0,1,0,73,329,0
2819,4,0,1,1,1,2,0,1,0,0,1,15,1252,0
2820,1,30,54,0,1,1,500,1,1,1,1,79,164,0
2821,1,29,54,1,1,4,500,1,1,1,1,31,110,0
2822,2,0,1,1,1,1,0,1,0,1,1,14,696,0
2823,2,9,19,1,1,1,0,1,1,0,1,12,430,1
2824,3,21,19,1,2,2,0,1,1,0,1,14,540,1
2825,2,27,1,1,1,1,100,1,1,0,0,3,751,0
2826,2,0,1,1,1,1,100,2,1,0,1,6,751,0
2827,4,11,1,1,0,3,40,2,1,0,1,58,681,1
2828,2,0,2,1,1,1,400,2,1,0,1,13,1001,0
2829,4,0,1,1,1,2,100,2,1,1,0,6,1252,0
2830,1,29,54,1,1,4,500,1,1,0,1,19,110,0
2831,6,30,9,1,2,2,100,4,0,1,0,56,1001,0
2832,1,30,142,2,1,1,0,1,0,0,1,0,282,0
2833,1,0,1,1,1,1,0,1,0,1,1,48,321,0
2834,2,28,4,1,1,1,0,1,0,1,0,122,602,1
2835,1,30,54,1,1,4,500,1,1,1,1,10,110,0
2836,2,30,54,1,1,2,500,2,1,1,1,7,321,0
2837,2,19,2,1,1,1,0,1,0,0,0,60,399,0
2838,2,28,17,1,1,1,0,1,1,1,1,49,399,0
2839,1,29,142,1,1,1,0,1,0,0,0,0,235,0
2840,2,0,11,0.5,1,1,0,1,1,0,0,4,297,0
2841,6,30,6,1,1,6,130,1,1,0,1,16,156,0
2842,10,25,22,1,2,2,150,4,1,0,0,88,1033,0
2843,2,0,1,1,0,1,0,1,1,0,0,28,649,0
2844,2,26,19,1,1,1,1000,2,0,1,1,52,501,0
2845,2,22,19,1,1,1,1000,2,0,1,1,118,501,0
2846,1,28,1,1,0,1,0,1,0,1,1,0,1001,0
2847,4,16,19,1,1,2,1000,4,0,1,1,45,798,0
2848,2,28,17,1,1,1,0,1,1,1,1,17,399,0
2849,2,26,17,1,1,1,0,1,1,1,1,7,399,0
2850,2,24,17,1,1,2,0,1,1,1,1,2,399,0
2851,2,24,17,1,1,2,0,1,1,1,1,2,399,0
2852,1,28,1,1,1,1,117,2,1,0,1,3,360,0
2853,2,24,17,1,1,2,0,1,1,1,1,5,399,0
2854,3,29,17,1,1,2,0,1,1,1,1,2,501,0
2855,3,29,17,1,1,2,0,1,1,1,1,43,501,0
