,accommodates,availability_30,host_total_listings_count,bathrooms,bedrooms,beds,extra_people,guests_included,hos1_iden1i1y_veri0ied,ins1an1_bookable,is_loca1ion_exac1,number_of_reviews,price,host_is_superhost
10186,3,19,3,1,1,2,250,3,0,1,0,0,399,0
10187,3,5,1,1,1,1,0,1,0,1,1,0,798,0
10188,1,0,6,2,1,1,0,1,0,0,0,0,203,0
10189,2,29,480,1,1,1,0,1,0,0,1,0,227,1
10190,2,29,161,1,0,1,0,1,0,0,1,0,696,0
10191,2,0,37,1,1,1,0,1,0,0,1,1,297,0
10192,2,11,11,1,0,2,100,2,0,1,1,9,642,1
10193,2,11,11,1,0,2,100,2,0,1,1,2,642,1
10194,2,29,165,1,0,1,0,1,0,0,1,0,712,0
10195,2,29,165,1,0,1,0,1,0,0,0,0,704,0
10196,3,1,6,1,1,2,0,2,1,1,1,37,579,1
10197,3,2,6,1,1,2,0,1,1,1,1,39,579,1
10198,2,12,17,1,0,1,0,1,0,0,1,5,391,1
10199,7,11,83,1,0,3,78,5,0,1,1,3,696,0
10200,3,10,83,1,0,1,0,1,0,1,1,1,383,0
10201,4,24,1,1,2,2,0,1,0,1,0,1,798,0
10202,2,23,17,1,0,1,0,1,0,0,1,4,383,1
10203,2,2,37,1,1,1,0,1,0,0,0,1,352,0
10204,4,8,5,1,0,2,90,2,0,0,0,13,728,1
10205,3,9,5,1,0,2,90,2,0,0,0,4,728,1
10206,1,0,6,4,1,1,0,1,0,0,0,0,250,0
10207,2,0,37,1,1,1,0,1,0,0,0,0,477,1
10208,2,0,1,1,0,1,0,1,0,1,1,2,853,0
10209,2,11,1,1,0,1,0,1,1,0,1,3,775,0
10210,8,29,2,1,2,5,100,4,0,1,1,3,1001,0
10211,2,29,1,1,1,1,0,1,0,0,0,5,352,0
10212,3,29,4,1,1,2,0,1,0,0,0,1,602,0
10213,2,29,165,1,0,1,0,1,0,0,0,0,618,0
10214,13,10,83,2,3,5,78,6,0,1,1,0,1322,0
10215,3,14,11,1,0,2,100,2,0,1,1,1,681,1
10216,2,29,161,1,0,1,0,1,0,0,1,0,649,0
10217,2,29,165,1,0,1,0,1,0,0,0,0,837,0
10218,2,29,161,1,0,1,0,1,0,0,0,0,868,0
10219,2,12,28,1,1,1,0,1,1,1,0,0,2159,1
10220,2,29,165,1,0,1,0,1,0,0,0,0,485,0
10221,10,28,13,1,0,1,250,1,0,1,1,1,454,0
10222,1,30,2,1,1,1,0,1,0,0,0,0,602,0
10223,4,2,1,1.5,1,2,100,2,1,1,1,2,501,0
10224,1,15,3,1,1,1,0,1,0,0,0,4,469,0
10225,2,11,37,1,0,0,0,1,0,0,0,2,454,0
10226,2,0,1,1,0,0,0,1,0,1,0,1,602,0
10227,1,29,2,1,1,1,0,1,0,1,0,0,595,0
10228,6,10,7,1,2,3,120,6,0,0,1,1,900,0
10229,15,28,1,2,1,16,0,1,0,1,1,0,86,0
10230,1,30,2,2,1,1,0,1,0,1,1,1,78,0
10231,2,0,14,1,1,1,0,2,0,0,0,0,532,0
10232,2,24,10,3,1,2,168,1,0,1,0,5,141,1
10233,5,2,83,1,1,2,78,4,0,1,1,0,462,0
10234,2,28,10,3,1,2,168,1,0,1,0,1,149,1
10235,2,0,1,1,1,1,0,1,0,1,1,0,876,0
10236,3,10,2,1,1,1,0,1,0,0,1,1,618,0
10237,2,16,1,1,1,1,0,1,0,1,1,0,258,0
10238,6,15,22,1,2,3,50,4,1,1,1,8,876,0
10239,1,26,1,1,1,0,0,1,0,0,0,1,696,0
10240,6,1,1,2,3,3,0,1,1,1,1,1,798,0
10241,1,0,1,1,1,1,0,1,0,1,0,0,227,0
10242,10,0,1,1,3,6,150,4,0,1,1,23,868,1
10243,3,0,1,1,1,2,0,1,0,0,1,0,649,0
10244,8,8,1,1,3,4,120,3,0,1,1,6,1486,1
10245,1,29,5,1,1,1,40,1,1,1,1,0,102,0
10246,2,29,2,1,1,1,0,1,0,0,1,0,477,0
10247,5,16,1,1,2,1,300,2,0,0,1,1,1001,0
10248,2,0,1,1,1,0,0,1,1,1,1,9,587,0
10249,1,30,1,1,1,0,0,1,1,1,0,0,399,0
10250,6,10,3,1,2,2,150,3,0,1,0,5,1299,0
10251,2,0,1,1,1,0,0,1,0,0,0,0,798,0
10252,2,0,1,1,1,1,100,2,0,0,1,2,649,0
10253,2,4,1,1,1,1,100,2,0,0,0,11,297,1
10254,3,23,1,1,1,2,0,1,0,0,1,0,649,0
10255,2,2,1,1,1,1,0,1,0,0,1,4,853,1
10256,2,30,10,3,1,2,168,1,0,1,0,2,164,1
10257,2,30,16,1,1,2,0,1,1,1,1,0,751,0
10258,3,12,3,1,1,3,0,1,1,1,0,0,563,0
10259,2,0,1,1,1,1,0,1,0,1,1,0,250,0
10260,1,0,1,1,0,0,0,1,0,0,0,1,798,0
10261,1,29,3,1,1,1,0,1,0,1,0,5,477,0
10262,2,29,161,1,0,1,0,1,0,0,1,0,735,0
10263,2,1,3,1,0,1,100,2,0,1,0,3,477,0
10264,2,30,2,1,1,1,0,1,0,1,1,0,250,0
10265,7,16,2,2,5,5,300,5,1,0,0,5,2777,1
10266,2,30,2,1,1,1,0,1,0,1,0,0,1698,0
10267,1,29,480,1,1,1,0,1,0,0,1,0,203,1
10268,4,12,3,1,2,2,50,2,0,1,1,12,1001,0
10269,1,0,480,1,1,1,0,1,0,0,0,0,110,1
10270,1,0,3,1,2,1,0,1,0,0,0,0,1502,0
10271,2,11,4,1,1,1,50,1,0,0,0,1,548,0
10272,3,0,22,1,1,2,150,2,0,1,1,3,798,0
10273,1,0,3,1,1,1,0,1,0,1,0,0,352,0
10274,6,17,2,2.5,3,3,0,1,1,0,1,0,1502,0
10275,1,30,3,3,1,1,40,1,0,1,1,0,203,1
10276,1,29,3,3,1,1,40,1,0,1,0,3,203,1
10277,2,30,18,0.5,1,1,150,2,0,0,1,2,329,0
10278,2,30,3,1,1,1,0,1,0,1,1,0,1236,0
10279,2,9,2,1,1,1,0,1,1,1,1,1,1565,0
10280,2,24,7,1,0,1,0,1,0,1,1,2,399,0
10281,2,27,7,1,0,1,0,1,0,1,0,2,383,0
10282,3,0,1,1,1,1,0,1,0,0,0,0,947,0
10283,2,29,3,1,0,1,0,1,0,1,1,4,688,0
10284,2,29,165,1,0,1,0,1,0,0,1,0,712,0
10285,2,29,3,1,1,1,0,1,0,1,1,3,978,0
10286,1,0,2,1,0,1,0,1,0,1,1,0,587,0
10287,2,1,16,1,0,0,0,1,0,1,1,0,798,0
10288,16,30,13,1,9,1,300,2,0,1,1,1,454,0
10289,2,29,480,1,1,1,0,1,0,0,0,0,227,1
10290,4,28,3,1,2,2,0,1,0,0,1,2,908,0
10291,1,29,480,1,1,1,0,1,0,0,1,0,149,1
10292,1,29,480,1,1,1,0,1,0,0,1,0,219,1
10293,4,15,1,1,1,1,0,1,0,0,0,1,1001,0
10294,1,29,480,1,1,1,0,1,0,0,1,0,211,1
10295,2,29,480,1,1,1,0,1,0,0,1,0,243,1
10296,1,30,480,1,1,1,0,1,0,1,1,0,219,1
10297,2,15,2,1,1,1,0,1,0,0,0,5,289,0
10298,1,0,1,1,1,1,51,1,0,0,0,0,156,0
10299,8,14,9,1,2,5,100,4,0,1,1,3,1103,0
10300,3,30,4,1,1,2,0,1,0,0,0,1,602,0
10301,4,8,18,1.5,1,3,75,3,0,1,1,12,751,0
10302,4,30,10,3,1,4,168,1,0,1,0,0,211,1
10303,2,29,101,1,0,1,0,1,0,0,1,0,657,0
10304,2,29,101,1,0,1,0,1,0,0,1,0,657,0
10305,2,29,101,1,1,1,0,1,0,0,1,0,759,0
10306,2,29,101,1,1,1,0,1,0,0,1,0,759,0
10307,2,29,101,1,0,1,0,1,0,0,1,0,657,0
10308,1,7,480,1,1,1,0,1,0,0,1,0,172,1
10309,5,8,3,1,2,2,100,2,0,1,1,11,837,1
10310,2,29,101,1,0,1,0,1,0,0,1,0,532,0
10311,2,29,480,1,0,1,0,1,0,0,0,0,235,1
10312,2,29,101,1,0,1,0,1,0,0,1,0,602,0
10313,2,29,101,1,0,1,0,1,0,0,1,0,657,0
10314,2,26,5,1,1,1,100,2,0,1,0,2,352,0
10315,8,29,4,0.5,2,2,150,4,0,1,0,3,876,0
10316,3,29,5,1,1,2,40,3,0,1,0,1,344,0
10317,1,0,5,4,1,1,0,1,0,0,0,0,149,0
10318,2,0,1,1,0,1,0,1,0,1,1,0,501,0
10319,1,0,6,1,1,1,0,1,0,1,0,0,501,0
10320,2,0,6,1,1,1,0,2,0,1,0,0,501,0
10321,5,1,13,1,1,2,80,3,0,1,1,15,649,1
10322,2,0,6,1,1,1,0,2,0,1,0,0,501,0
10323,2,0,6,1,1,1,0,2,0,1,0,0,501,0
10324,2,0,6,1,1,2,0,2,0,1,0,0,501,0
10325,2,0,6,1,1,2,0,2,0,1,0,0,501,0
10326,2,29,480,2,1,1,0,1,0,0,0,0,235,1
10327,1,30,4,1,1,1,0,1,0,0,0,0,9999,0
10328,2,29,165,1,1,1,0,1,0,0,1,0,688,0
10329,2,29,165,1,0,1,0,1,0,0,1,0,454,0
10330,2,29,161,1,0,1,0,1,0,0,1,0,712,0
10331,2,29,480,1,1,1,0,1,0,0,1,0,266,1
10332,4,30,2,2,2,3,205,1,0,0,0,5,196,0
10333,1,0,4,1,1,1,0,1,1,1,1,2,250,0
10334,2,29,480,1,0,1,0,1,0,0,1,0,274,1
10335,2,29,480,1,1,1,0,1,0,0,1,0,235,1
10336,1,29,480,2,1,1,0,1,0,0,0,0,235,1
10337,1,29,480,1,1,1,0,1,0,0,1,0,258,1
10338,8,5,19,1,2,5,200,7,0,1,1,0,978,0
10339,16,30,13,1,7,1,250,1,0,1,1,0,454,0
10340,1,0,14,1,1,2,0,1,0,1,0,0,211,0
10341,1,23,9,1,1,1,0,1,0,1,1,9,227,0
10342,2,0,2,1,0,1,0,1,0,1,1,1,751,0
10343,1,0,14,1,1,2,0,1,0,1,0,0,211,0
10344,4,29,165,1,2,2,0,1,0,0,1,0,1189,0
10345,3,26,1,1,2,2,0,1,0,1,1,1,376,0
10346,8,29,9,1,0,3,0,1,0,0,0,0,1486,0
10347,2,9,13,1,1,1,0,1,0,1,1,11,454,1
10348,4,29,161,1,2,2,0,1,0,0,1,0,1181,0
10349,2,23,7,1,1,1,0,1,0,1,0,13,501,1
10350,2,29,480,1,1,1,0,1,0,0,1,0,196,1
10351,2,6,2,1,2,1,0,1,0,0,1,1,853,0
10352,1,12,480,1,1,1,0,1,0,0,1,0,188,1
10353,6,13,3,2,3,3,0,1,0,1,1,2,1799,0
10354,2,29,480,1,1,1,0,1,0,0,1,0,235,1
10355,3,0,2,1,1,2,300,1,1,0,0,3,876,0
10356,2,16,7,1.5,1,1,0,1,0,1,1,2,383,0
10357,2,28,4,1,1,1,0,1,0,1,0,11,438,1
10358,4,5,3,1,0,2,100,2,0,1,1,4,485,0
10359,2,0,1,1,1,0,0,1,1,1,1,6,203,1
10360,2,0,1,1,1,0,0,1,0,1,0,0,360,0
10361,2,23,3,1,1,1,200,2,0,1,1,8,798,1
10362,1,29,480,1,1,1,0,1,0,0,1,0,180,1
10363,3,30,14,1,1,2,50,2,0,1,0,0,329,0
10364,2,30,14,1,1,1,40,2,0,1,0,0,336,0
10365,2,23,9,1,1,1,150,5,0,1,0,1,399,0
10366,4,11,9,1,1,2,150,1,0,0,0,0,649,0
10367,1,13,9,1,1,1,150,1,0,1,0,0,297,0
10368,3,30,14,1,1,2,50,2,0,1,0,0,336,0
10369,2,22,9,1,1,1,150,6,0,1,1,1,454,0
10370,3,23,9,1,1,2,150,1,0,1,1,0,477,0
10371,1,11,9,1,1,1,150,2,0,1,0,0,329,0
10372,2,23,9,1,1,1,150,4,0,1,0,0,422,0
10373,2,19,9,1,1,2,150,2,0,1,0,2,422,0
10374,3,17,9,1,1,2,150,1,0,1,0,0,548,0
10375,10,18,23,1,3,5,150,6,0,0,0,9,1158,0
10376,1,21,3,1,1,1,250,1,0,1,0,0,282,0
10377,2,30,1,1,1,1,0,1,0,1,1,0,798,0
10378,2,8,480,1,1,1,0,1,0,0,1,0,250,1
10379,2,29,480,1,1,1,0,1,0,0,1,0,243,1
10380,1,30,1,1,1,0,0,1,1,1,0,0,900,0
10381,16,14,17,1,4,11,200,6,0,1,0,7,2996,1
10382,2,29,480,1,1,1,0,1,0,0,1,0,219,1
10383,2,29,480,1,1,1,0,1,0,0,1,0,266,1
10384,1,29,480,1,1,1,0,1,0,0,0,0,250,1
10385,16,30,13,1,7,1,250,1,0,1,0,1,454,0
10386,16,30,13,1,5,1,250,1,0,1,1,0,454,0
10387,2,29,480,1,1,1,0,1,0,0,0,0,313,1
10388,2,30,25,1,1,1,0,1,1,0,1,1,798,0
10389,2,21,11,1,1,2,89,3,0,0,0,0,696,1
10390,2,21,11,1,0,1,59,1,0,0,0,1,305,1
10391,2,29,480,2,1,1,0,1,0,0,0,0,282,1
10392,2,29,480,1,0,1,0,1,0,0,1,0,203,1
10393,5,24,2,1,2,2,250,4,0,1,1,5,1400,1
10394,2,12,4,1,1,1,0,1,0,0,0,3,360,0
10395,3,22,4,1,0,2,0,1,0,0,0,8,688,0
10396,4,25,1,1,0,2,100,2,0,1,1,1,548,0
10397,2,12,1,1,1,1,0,1,1,1,0,1,1197,0
10398,2,6,13,1,0,1,0,2,0,1,1,12,454,1
10399,1,0,1,1,1,1,0,1,1,0,1,0,383,0
10400,7,3,19,1,2,3,200,6,0,1,1,0,978,0
10401,10,30,18,1,2,5,50,2,0,1,1,0,1400,0
10402,10,29,18,1,2,6,50,2,0,1,1,0,1400,0
10403,4,22,5,1,0,4,0,1,0,1,1,0,696,0
10404,3,10,1,1,1,1,0,1,0,0,0,0,798,0
10405,1,10,1,1,1,0,0,1,0,1,0,0,602,0
10406,10,9,5,1.5,2,5,60,4,0,1,1,10,1651,0
10407,2,13,1,1,0,2,0,1,0,0,1,10,602,0
10408,1,0,1,1,1,1,288,1,1,1,1,2,399,0
10409,4,9,5,1,0,2,60,2,0,1,1,10,509,0
10410,3,0,1,1,1,2,0,1,0,1,1,0,798,0
10411,2,11,1,1,1,1,0,1,0,1,1,0,1001,0
10412,2,0,2,1,0,1,0,1,0,1,1,12,352,1
10413,2,23,2,1,1,1,0,1,0,1,1,1,352,0
10414,2,23,2,1,1,1,0,1,0,1,1,1,352,0
10415,1,30,4,1,1,1,0,1,0,0,0,0,399,0
10416,2,6,1,1,1,0,0,1,0,0,1,3,454,0
10417,2,30,4,1,1,2,250,1,0,0,0,0,399,0
10418,2,30,4,1,1,2,250,1,0,0,0,0,399,0
10419,5,30,2,1,1,3,156,3,0,0,1,2,665,0
10420,5,30,2,1,1,3,156,3,0,1,1,1,602,0
10421,2,0,1,1,1,1,0,2,0,0,1,6,368,0
10422,5,3,13,1,1,1,80,3,0,1,1,12,751,1
10423,3,11,28,1,0,2,120,2,0,1,1,8,696,0
10424,2,12,4,1,1,1,0,1,1,1,0,16,438,0
10425,2,29,1,1,1,1,0,1,0,0,0,1,399,0
10426,3,0,1,1,1,1,0,1,1,0,1,2,462,0
10427,1,30,10,3,1,1,168,1,0,1,0,0,235,1
10428,2,24,2,1,0,1,0,1,0,0,1,2,798,0
10429,2,28,1,1,1,1,0,1,0,1,0,1,203,0
10430,2,29,480,1,1,1,0,1,0,0,0,0,282,1
10431,2,29,480,1,1,1,0,1,0,0,0,0,203,1
10432,2,29,480,2,1,1,0,1,0,0,1,0,164,1
10433,7,29,480,2,0,4,0,1,0,0,0,0,767,1
10434,4,11,11,1,0,3,100,2,0,1,1,11,798,1
10435,6,30,3,3,3,3,0,7,0,0,0,0,2777,0
10436,2,0,1,1,0,1,0,1,0,1,0,0,360,0
10437,2,30,1,1,1,1,800,1,0,1,0,0,2277,0
10438,1,28,1,1,1,1,0,1,1,0,1,3,297,0
10439,2,29,142,1,0,1,0,1,0,0,0,0,282,0
10440,1,0,1,1,0,1,0,1,0,0,0,2,571,0
10441,3,11,5,1,0,2,0,1,0,1,1,6,399,0
10442,1,27,5,4,1,1,0,1,0,0,0,0,196,0
10443,2,30,7,1,1,1,0,1,1,1,1,1,548,1
10444,2,30,17,1,1,1,0,2,0,1,0,3,454,0
10445,2,7,1,1,0,1,0,2,0,0,1,2,602,0
10446,2,30,3,1,0,1,0,1,0,0,1,2,602,0
10447,2,27,1,1,0,1,300,1,0,1,0,0,900,0
10448,2,19,17,1,1,1,0,2,0,1,0,1,454,0
10449,2,30,17,1,1,1,380,2,0,1,0,2,352,0
10450,5,14,18,1.5,1,3,75,2,0,1,0,12,798,0
10451,10,19,4,2,2,3,0,11,0,1,1,12,2003,1
10452,2,30,17,1,1,1,80,2,0,1,0,1,501,0
10453,4,12,18,1.5,1,2,75,2,0,1,0,19,798,0
10454,4,22,56,1,1,2,93,2,0,1,0,4,751,0
10455,5,14,4,1,1,2,78,1,0,1,1,18,1056,1
10456,5,0,1,1,2,3,0,1,1,1,1,1,548,0
10457,1,29,161,1,0,1,0,1,0,0,0,0,352,0
10458,2,30,1,1,0,1,0,1,0,1,0,0,1283,0
10459,1,24,165,1,0,1,0,1,0,0,0,0,352,0
10460,6,26,155,1,1,4,0,1,0,1,0,0,626,0
10461,6,26,155,1,1,4,0,1,0,1,0,0,305,0
10462,6,26,155,1,1,4,0,1,0,1,0,0,626,0
10463,6,26,155,1,1,4,0,1,0,1,0,0,336,0
10464,7,13,83,1,3,3,78,5,0,1,1,0,1166,0
10465,3,19,83,1,0,1,0,1,0,1,1,0,352,0
10466,2,30,16,1,2,1,50,1,0,1,1,1,501,0
10467,13,13,29,2,3,6,117,6,0,0,0,0,1158,0
10468,2,24,92,1,1,1,0,1,0,0,1,10,368,0
10469,5,0,10,1.5,1,1,0,1,0,0,1,3,282,0
10470,2,0,1,1,1,1,0,1,0,1,0,1,399,0
10471,2,24,92,1,1,1,0,1,0,1,0,10,407,0
10472,4,13,5,1.5,1,1,150,1,0,1,0,4,751,1
10473,3,21,92,1,1,1,0,1,0,1,1,9,407,0
10474,3,29,1,1,1,2,0,1,0,1,1,1,947,0
10475,3,10,92,1,1,2,0,1,0,0,0,11,407,0
10476,2,11,2,1,1,1,0,1,0,1,1,10,352,0
10477,2,12,7,1,1,1,0,1,0,1,1,11,501,1
10478,2,7,7,1,1,1,0,1,0,1,1,10,501,1
10479,2,29,7,1,1,1,0,1,0,1,1,13,501,1
10480,2,10,7,1,1,1,0,1,0,1,1,9,548,1
10481,2,25,7,1,1,1,0,1,0,1,1,9,548,1
10482,2,4,7,1,1,1,0,1,0,1,1,16,501,1
10483,2,0,1,1,0,1,0,1,0,1,1,1,798,0
10484,2,1,7,1,0,1,39,1,0,0,1,10,313,1
10485,2,3,2,1,1,1,0,1,0,1,1,12,352,0
10486,11,10,29,2,3,4,117,6,0,0,0,0,1244,0
10487,3,20,1,1,1,2,0,1,0,0,1,0,696,0
10488,2,16,1,1,0,2,0,1,0,1,1,1,430,0
10489,3,17,92,1,1,2,0,1,0,1,0,11,430,0
10490,2,19,92,1,1,1,0,1,0,1,0,15,344,0
10491,2,26,92,1,0,1,0,1,0,1,0,8,821,0
10492,2,30,37,2,1,1,0,1,0,0,1,0,297,0
10493,4,30,2,1,1,2,0,1,0,1,0,3,1197,0
10494,6,11,6,1,0,3,180,4,0,1,0,10,798,0
10495,2,9,18,1.5,0,1,0,2,0,1,1,17,501,0
10496,2,5,1,1,1,1,100,1,1,0,0,0,501,0
10497,2,0,7,1,0,1,39,1,0,0,1,8,313,1
10498,1,0,1,1,1,1,0,1,0,0,0,1,305,0
10499,3,13,7,1,1,2,0,2,0,0,1,20,454,1
10500,1,30,480,1,1,1,0,1,0,0,1,0,266,1
10501,2,12,7,1,1,1,0,2,0,0,1,7,399,1
10502,2,6,7,1,1,1,0,2,0,0,1,8,297,1
10503,3,13,7,1,1,2,0,2,0,0,1,12,454,1
10504,3,8,7,1,1,2,0,2,0,0,1,7,454,1
10505,2,27,7,1,1,1,0,2,0,0,1,9,399,1
10506,2,29,7,1,1,1,0,2,0,0,1,9,399,1
10507,2,29,1,1,1,0,0,1,0,0,1,2,775,0
10508,1,7,3,1,1,1,200,1,0,0,0,7,469,0
10509,2,2,18,1.5,0,1,0,2,0,1,0,12,501,0
10510,3,4,2,1,1,2,100,2,0,0,0,1,399,0
10511,6,18,1,1,2,3,0,5,0,1,1,11,759,1
10512,2,4,7,1,0,2,0,1,0,0,1,9,360,1
10513,16,30,6,1,0,3,250,2,0,1,1,0,454,0
10514,12,17,17,1,2,7,200,6,0,1,0,12,2355,1
10515,3,28,2,1,1,0,0,1,0,0,0,1,1400,0
10516,1,30,9,1,1,1,350,1,0,1,0,0,250,0
10517,1,30,9,1,1,1,300,2,0,1,1,1,250,0
10518,1,30,9,1,1,1,300,2,0,1,0,0,250,0
10519,16,28,9,1,1,1,350,2,0,1,0,0,250,0
10520,16,30,9,1,1,1,300,2,0,1,0,1,250,0
10521,16,30,6,1,0,1,300,2,0,1,0,0,454,0
10522,16,30,9,1,1,1,300,2,0,1,0,0,250,0
10523,16,30,9,1,1,1,300,1,0,1,1,0,250,0
10524,1,30,9,1,1,1,300,2,0,1,0,0,250,0
10525,2,12,6,1,0,1,200,1,0,1,1,3,681,0
10526,2,29,6,1,0,1,200,1,0,1,1,1,681,0
10527,8,13,28,1,3,4,100,6,0,1,1,7,1197,0
10528,1,27,1,2,1,1,0,1,0,1,1,4,227,0
10529,2,0,2,1,0,1,0,1,0,1,0,8,1502,0
10530,3,10,4,1,2,3,300,1,0,1,1,0,618,0
10531,3,20,83,1,0,1,0,1,0,1,1,0,329,0
10532,2,14,8,1,0,1,0,1,0,1,0,15,524,1
10533,1,29,4,1,0,1,0,1,0,1,0,0,602,0
10534,4,30,37,1,1,4,0,1,0,0,1,0,602,0
10535,3,0,37,1,1,3,0,1,0,0,1,0,602,0
10536,7,26,4,1,3,3,0,1,1,0,1,9,1682,0
10537,2,6,1,1,0,1,0,1,1,0,1,9,798,0
10538,1,19,1,1,1,1,0,2,1,0,0,1,391,1
10539,3,4,1,1,0,1,100,2,0,1,1,9,430,0
10540,1,30,1,1,0,1,0,1,0,0,1,0,696,0
10541,10,15,6,1,2,3,150,5,0,1,0,7,790,0
10542,2,28,1,1,0,1,0,1,0,0,1,0,1103,0
10543,2,6,14,1,0,1,0,1,0,1,1,3,649,1
10544,1,19,2,2,1,1,0,1,0,1,0,0,250,0
10545,2,2,1,1,0,1,0,1,0,1,1,2,548,0
10546,4,0,2,1,1,4,0,1,0,1,0,0,657,0
10547,1,29,4,1,0,1,0,1,0,1,0,1,587,0
10548,2,0,1,1,1,1,0,1,0,1,1,2,383,0
10549,2,5,3,1,1,1,200,2,0,0,1,8,477,0
10550,2,30,92,1,1,1,0,1,0,1,0,11,477,0
10551,2,26,92,1,1,1,0,1,0,1,1,13,477,0
10552,6,23,17,1,2,2,300,6,1,1,1,6,1792,0
10553,1,0,1,1,1,1,0,1,0,1,1,0,399,0
10554,6,23,9,1,2,3,150,4,0,0,1,0,1001,0
10555,1,29,1,1,1,0,0,1,0,0,0,0,399,0
10556,4,12,6,1,1,2,0,1,0,0,0,10,728,0
10557,2,0,1,1,1,2,0,1,0,1,0,0,352,0
10558,4,23,1,2,2,2,500,4,1,0,0,0,2504,0
10559,2,30,3,1,1,1,0,1,1,1,1,0,211,0
10560,2,0,1,1,1,1,0,1,0,0,1,3,391,0
10561,1,0,1,1,2,1,0,1,1,1,0,0,399,0
10562,2,29,480,2,1,1,0,1,0,0,1,0,266,1
10563,2,30,480,1,1,1,0,1,0,0,1,0,219,1
10564,2,30,480,2,0,1,0,1,0,0,1,0,266,1
10565,2,30,480,1,1,1,0,1,0,0,1,0,258,1
10566,2,30,6,2,1,1,0,1,0,1,1,6,203,0
10567,2,27,6,2,1,1,0,1,0,1,1,1,203,0
10568,2,16,6,2,1,1,0,1,0,1,1,0,227,0
10569,2,27,6,2,1,1,0,1,0,1,1,1,219,0
10570,8,25,28,2,3,4,200,6,0,1,1,11,2504,0
10571,1,30,6,2,1,1,0,1,0,1,1,3,227,0
10572,2,30,6,2,1,1,0,1,0,1,1,1,203,0
10573,3,30,2,1,0,2,0,1,0,1,1,0,1197,0
10574,2,30,10,3,1,2,188,1,0,1,0,1,289,1
10575,2,30,8,1,1,1,0,1,0,1,1,0,407,0
10576,2,30,7,1,1,1,0,1,0,1,1,0,258,0
10577,2,15,8,1,1,1,0,1,0,1,1,0,376,0
10578,2,17,8,1,1,1,0,1,0,1,1,0,329,0
10579,2,30,8,1,1,1,0,1,0,1,1,0,407,0
10580,2,29,8,1,1,1,0,1,0,1,1,0,329,0
10581,7,30,8,1,2,4,150,4,0,1,0,3,1252,1
10582,4,4,8,1,1,2,0,1,0,1,1,4,516,0
10583,1,30,10,3,1,1,168,1,0,1,0,1,579,1
10584,2,30,10,3,1,2,168,1,0,1,0,0,587,1
10585,2,8,3,1,1,1,0,1,1,1,1,4,422,0
10586,8,5,2,1,2,4,100,4,0,1,1,9,649,0
10587,1,30,480,1,1,1,0,1,0,0,1,0,203,1
10588,2,0,1,1,0,1,1000,2,0,1,0,0,696,0
10589,2,30,11,1,0,1,0,1,0,0,0,0,892,1
10590,2,30,11,1,0,1,0,1,0,0,0,0,634,1
10591,5,8,34,2,3,3,200,3,0,0,1,0,1400,0
10592,3,30,3,1,1,2,100,2,0,1,0,1,602,0
10593,3,0,3,1,1,2,100,2,0,1,0,3,501,0
10594,6,0,3,1,2,4,100,4,0,1,0,0,1197,0
10595,2,2,9,1,1,1,0,2,0,1,1,1,329,0
10596,8,4,6,1,2,5,0,6,0,0,1,9,1025,0
10597,4,5,1,1,1,1,0,1,0,1,1,8,696,1
10598,3,15,1,1,0,2,200,1,0,0,0,0,1299,0
10599,1,28,6,1,1,1,500,1,0,1,1,0,219,0
10600,16,30,6,1,1,1,300,2,0,1,0,1,454,0
10601,1,30,480,1,1,1,0,1,0,0,1,0,172,1
10602,2,30,480,2,1,1,0,1,0,0,1,0,258,1
10603,2,30,480,1,0,1,0,1,0,0,1,0,274,1
10604,1,30,480,1,0,1,0,1,0,0,1,0,289,1
10605,1,30,480,1,1,1,0,1,0,0,1,0,203,1
10606,2,30,480,1,1,1,0,1,0,0,1,0,258,1
10607,2,30,480,1,1,1,0,1,0,0,1,0,258,1
10608,1,30,480,1,1,1,0,1,0,0,1,0,235,1
10609,2,30,480,1,1,1,0,1,0,0,1,0,243,1
10610,1,30,480,1,1,1,0,1,0,0,1,0,243,1
10611,2,30,480,1,1,1,0,1,0,0,1,0,219,1
10612,2,11,1,1,1,1,0,1,0,0,1,2,1103,0
10613,4,19,4,2,4,4,0,1,0,1,0,0,1150,0
10614,1,12,37,1,1,1,0,1,0,0,1,2,250,0
10615,2,30,3,1,0,1,0,1,1,1,1,1,501,0
10616,6,20,17,1,2,6,200,6,0,1,0,3,1604,1
10617,11,18,17,1,2,6,200,6,0,1,1,5,1502,1
10618,16,30,6,1,0,1,250,1,0,1,0,0,422,0
10619,2,29,7,1,1,1,0,1,0,0,0,0,196,0
10620,4,0,8,1,1,2,0,1,0,1,1,4,360,0
10621,4,29,4,1,1,2,150,2,0,0,1,1,1197,0
10622,2,19,1,1,1,1,0,1,1,1,1,0,649,0
10623,7,22,1,1,2,3,0,1,0,1,1,4,1283,0
10624,1,30,9,1,1,1,255,2,0,1,1,0,258,0
10625,6,25,8,1,1,3,150,2,0,1,0,5,1299,1
10626,2,0,1,1,0,1,0,1,0,0,0,11,798,1
10627,1,30,219,1,1,1,0,1,0,0,1,0,188,0
10628,2,7,9,1,1,2,0,2,0,1,0,0,313,0
10629,2,9,15,1,0,1,0,2,0,1,0,13,454,0
10630,2,9,15,1,0,1,0,2,0,1,0,15,430,0
